ticker
AAPL
NVDA
MSFT
GOOGL
AMZN
META
TSLA
AVGO
BRK-B
WMT
LLY
JPM
V
SPY
UNH
XOM
MA
ORCL
COST
HD
NVO
PG
NFLX
BAC
JNJ
ABBV
CRM
SAP
ASML
RCIT
CVX
KO
MRK
TMUS
TM
CSCO
WFC
ACN
NOW
AZN
TMO
AXP
IBM
MCD
BX
QQQ
MS
NVS
DIS
LIN
SHEL
PEP
ISRG
ABT
BABA
AMD
GE
PM
ADBE
HSBC
GS
INTU
QCOM
TXN
CAT
DHR
RY
VZ
BKNG
T
RTX
PLTR
PFE
HDB
SPGI
FMX
BLK
ARM
ANET
HON
AMAT
AMGN
BSX
LOW
CMCSA
SYK
UBER
NEE
PGR
MUFG
UNP
C
ETN
TJX
SHOP
SCHW
PDD
COP
KKR
BA
TTE
EADSY
BHP
SNY
SONY
RTNTF
ADP
FI
BMY
PANW
DE
GILD
MU
LMT
APP
ADI
UBS
NKE
VRTX
UPS
SBUX
CB
MDT
MMC
IBN
GEV
MRVL
LRCX
CEG
PLD
RIO
ENB
TD
INFY
SPOT
AIQUY
SMFG
KLAC
BUD
MELI
SO
ELV
APO
CFRUY
EQIX
RELX
CRWD
MO
APH
TT
BN
PYPL
BP
SHW
INTC
WM
PBR
CDNS
CME
DUK
ICE
MCO
MSTR
ABNB
AMT
PH
DELL
BTI
IBKR
TOELY
WELL
CI
CMG
RACE
HCA
CTAS
SNPS
REGN
MSI
AON
MDLZ
MAR
PNC
SCCO
MCK
EOG
ZTS
USB
FTNT
ITW
AJG
GD
MMM
BMO
TDG
SAN
DASH
CL
TRI
BNS
CP
EPD
CNQ
ORLY
EQNR
BDX
GSK
WMB
EMR
COF
NOC
WDAY
ET
DEO
ECL
FDX
APD
COIN
TGT
RSG
GLD
SHECY
SPG
TEAM
CNI
SE
KMI
CRH
ADSK
CSX
MFG
RCL
CVS
CARR
NTES
BBVA
CM
HLT
DLR
OKE
TTD
VST
TFC
AFL
FCX
PCAR
ARES
MET
BK
GM
NGG
AZO
SLB
MBGYY
PTCAY
ROP
GLNCY
CPRT
SNOW
TRV
NSC
NU
JD
NXPI
GBTC
JCI
MFC
SQ
GWW
FANG
PSA
LNG
AMP
ROST
PAYX
SRE
AEP
SU
IAU
MPLX
CMI
BMWKY
TRP
MNST
VRT
OXY
ING
LULU
ALL
CHTR
ATEYY
DDOG
CTA-PA
FICO
PSX
ITUB
PWR
BCS
HWM
COR
FLUT
MPC
WCN
O
MSCI
D
HMC
NEM
BAESY
AIG
DHI
URI
HES
E
NDAQ
EW
AXON
DAL
KR
AEM
DFS
CAIXY
BKR
AMX
PEG
TRGP
TEL
CRARY
FIS
KMB
ALC
HLN
KDP
TAK
TCOM
FAST
AME
PRU
SVNDY
RBLX
GLW
GRMN
VLO
KVUE
WTKWY
ARGX
LYG
LHX
A
CTVA
DNZOY
GEHC
CPNG
F
NET
PCG
VRSK
IT
EXC
ODFL
CBRE
CTSH
EA
NWG
IQV
WIT
CCI
XEL
VALE
HUBS
STLA
OTIS
SYY
HOOD
VEEV
UAL
LEN
IR
IMO
KHC
YUM
CCEP
OLCLY
IDXX
RMD
LVS
DB
FERG
DIA
ACGL
DKILY
OWL
VMC
SLF
DSCSY
STZ
ETR
HUM
WAB
EXR
PPERY
GIS
HSY
EBAY
CCL
DECK
WTW
RJF
TTWO
ANYYY
MDY
CNC
MTB
MLM
HPQ
ROK
HIG
FRFHF
ED
DD
DXCM
ALNY
EFX
GWLIF
AVB
VICI
IRM
MCHP
HPE
LYV
TPL
ANSS
WDS
WEC
FER
RDDT
CAH
BSBR
TSCO
MRAAY
BNTX
ZS
EQT
BRO
PPRUY
ABEV
MPWR
TW
CSGP
FCNCA
CHT
CUK
CVE
K
KEYS
GOLD
XYL
STT
NUE
QSR
FITB
HEI
BIDU
ERIC
GDDY
DOW
CQP
SW
GPN
NTDTY
EQR
PPG
WPM
FTV
BR
PUBGY
EL
NVZMY
MTD
FUJIY
EIX
DOV
SYF
CHD
VLTO
LPLA
DTE
IOT
FNV
CDW
ADM
NOK
CPAY
WSM
ZM
GIB
SMPNY
PHG
NVR
WST
TROW
VTR
NTR
TYL
FANUY
TEVA
WBD
HAL
DVN
AWK
EXE
NTAP
LYB
AEE
PPL
RYAAY
HBAN
EXPE
NTRA
ON
TPG
LI
ASX
GFS
IX
KB
HUBB
WAT
CVNA
TEF
STM
ROL
FE
BAM
PHM
DIDIY
PTC
TECK
LII
TER
WDC
WRB
BIIB
ILMN
UI
FOXA
CCJ
EME
NJDCY
MKL
ATO
TDY
CINF
DRI
YPF
SNAP
PSTG
PBA
TS
BCE
RF
PINS
VOD
IFF
SBAC
ZBH
ALAB
ES
RKT
PKG
CTRA
FTS
CNP
ONC
TU
ERIE
STE
TOST
NRG
FSLR
CBOE
VRSN
CHKP
BEKE
LUV
LDOS
WY
ZBRA
NTRS
PUK
MDB
CLX
ULTA
CMS
SGSOY
LH
IHG
DKNG
TSN
MKC
CFG
EJPRY
PODD
YAHOY
SMCI
DKS
VIK
IP
WSO
STX
KSPI
INVH
SSNC
BBD
KEY
DOCU
BURL
ESS
ONON
FTAI
GRAB
CG
ICLR
TME
AER
COO
BBY
MAA
JBHT
L
STLD
RPRX
CJPRY
SNA
GFL
EC
PFG
AFRM
PHYS
JBL
FDS
MT
TRMB
DGX
SHG
CRBG
CYBR
BAH
TRU
NI
AS
ZG
CSL
NTNX
ARE
TWLO
GEN
NMR
HRL
J
RBA
HOLX
MOH
RYAN
UTHR
MANH
MRNA
BLDR
GPC
OMC
TLK
BF-A
PNR
SUI
NWSA
YUMC
ALGN
AZPN
USFD
RCI
DLTR
TPR
FLEX
KOF
FIX
DG
XPO
IEX
BALL
MAS
RPM
UMC
CF
EG
SOFI
EXPD
DT
UDR
WMG
EQH
SYM
ENTG
FFIV
SN
WES
BAX
AVY
AMH
HACBY
FNF
ARCC
RL
AVTR
CHWY
KIM
JEF
GME
H
SWKS
LNT
BIP
BEP
RS
OKTA
OC
GWRE
ZTO
BAP
NBIX
WLK
RIVN
RGA
CNH
GMAB
KKPNY
ACM
WLMIY
TXT
CASY
DUOL
VTRS
APTV
LINE
BSY
DPZ
RVTY
COHR
EVRG
SFM
DOC
GFI
AMCR
GGG
INCY
MORN
FTI
AKAM
RKLB
PKX
JHX
FMS
BZLFY
CW
PAA
CAVA
PFGC
KGC
JBAXY
UNM
AU
ESLT
RNR
SMMT
OMVKY
LOGI
MBLY
EWBC
RDY
JBSAY
ELS
EPAM
EDPFY
BMRN
JNPR
BJ
DVA
RKUNY
REG
PANDY
EBR
GLPI
CAG
JKHY
VIV
GGAL
SUZ
CNA
POOL
CLH
CRDO
TOL
SWK
THC
CLS
LAMR
SGIOY
KMX
PR
CHRW
HST
AUR
UHS
WIX
AAL
BXP
AR
TXRH
SAIA
UHAL
SRPT
HLI
GMED
WPC
RTO
PRMB
CIEN
RBRK
MMYT
NDEKY
TECH
CPT
INSM
SOLV
PAYC
RADX
ACI
ROKU
BCH
TKHVY
XPEV
SSMXY
TKO
NNGRY
OVV
MTZ
SNX
BG
POAHY
ITT
CART
NVT
MGA
NDSN
CPB
TFII
NCLH
JLL
PCOR
SCI
JPXGY
DAY
TTEK
COKE
PPC
ALLE
AFG
MEDP
YMM
MNDY
TAP
SJM
BIRK
FHN
EMRAF
PCTY
WWD
SF
SNN
SKX
DTM
PSO
BWXT
LBRDA
ALLY
KVYO
EXAS
SQM
FUTU
TLN
ATR
VDMCY
LECO
NICE
ALB
AIZ
EXEL
KIKOY
FND
ITCI
EMN
NLY
ESTC
SEIC
OHI
WBA
EDU
PAG
PCVX
EVR
BEN
CNM
AAON
IPG
MUSA
QGEN
HNGKY
APG
PSN
VFS
MTSI
ULS
SBS
AOS
AEG
RRX
CACI
GTLB
ARMK
KNSL
DOCS
BNT
WPP
DSGX
HTHT
USO
PEN
TPX
MGM
UWMC
CRL
AIT
AYI
BIO
ALSN
CCK
SLV
FOUR
LKQ
GL
ALTR
SSB
PAC
WTRG
ALSMY
ONTO
VNOM
GNRC
DSEEY
CHDN
DOX
BLD
PNW
EDR
AA
CRS
RBC
RRC
WBS
EHC
BRKR
LCID
BRBR
CUBE
SUM
ENPH
CRRFY
LAD
CFLT
GAP
BPYPP
KAIKY
PRI
GLOB
PTBRY
WYNN
APPF
DBX
CSXXY
TTAN
MASI
RDEIY
MLI
KEP
VFC
GLBE
RGLD
BROS
GKOS
APA
WCC
FYBR
IDKOY
WMS
BMA
FRT
DRS
HSIC
STN
PNFP
BSAC
HQY
NIO
RGEN
CR
LW
U
AES
WAL
ALK
BILL
REXR
FBIN
INGR
KD
PLNT
CFR
ORI
IHICY
KNX
GTLS
NYT
AGI
FN
FLR
WTFC
CBSH
CX
HESM
JCYGY
VERX
TFX
LTM
AGNC
ANF
MKTX
PEGA
EBCOY
WING
UUGRY
SKM
OGE
PAAS
HAS
DCI
CMA
CIB
EXP
SMAR
GPK
ATI
FSV
MOS
BBWI
BRX
ZION
BCUCY
CHE
TTC
VNO
FRHC
WF
WH
KBR
HLNE
ASR
SARO
MTCH
ROIV
RVMD
NBIS
DJT
EGP
X
FLS
INFA
ASND
KT
LSCC
RH
G
MTDR
BERY
CHRD
CAE
MNSO
OUKPY
LNW
PARA
ENSG
AM
MHK
GIL
ADC
HII
AXTA
IVZ
LPX
JAZZ
MKSI
MDGL
HRB
OTEX
ALV
DLB
CCCS
S
EXLS
MIDD
SNV
AXS
CE
PATH
NNN
SIRI
ELF
DDS
STEP
ONB
OLED
IONQ
HCP
LEVI
